"support_wind_turbines","proximity_to_proposed","env_concern","trust_in_government","left_right_ideology","age","income","educ"
1,1,1,0,0,35,79608,1
1,0,3,0,0,60,26829,2
1,0,3,0,0,35,88506,1
1,1,1,1,1,41,70034,2
1,0,2,0,0,72,53897,2
1,1,3,1,1,83,45684,2
1,0,1,1,0,18,46642,2
1,1,1,0,0,62,55676,3
1,0,3,0,0,64,26846,1
1,1,3,1,0,31,16257,1
1,0,2,1,1,19,69258,1
1,0,2,0,1,41,49345,3
1,0,2,1,0,66,84893,2
1,0,1,0,0,74,33388,1
1,0,3,1,1,60,36955,3
1,0,1,0,0,26,23470,3
1,0,3,0,0,60,75474,1
1,0,2,0,1,20,95371,1
0,0,2,0,1,78,61164,3
1,1,1,1,0,39,62129,2
1,1,3,0,1,80,74617,2
0,0,1,1,1,22,80156,2
0,1,3,0,0,54,34420,2
1,1,3,1,0,53,73898,3
1,1,1,0,0,71,94346,1
1,0,3,0,1,76,91795,3
1,0,2,1,1,43,63276,1
0,0,1,0,1,67,53414,3
1,0,2,1,1,59,29620,3
1,1,2,0,1,44,61052,2
0,0,2,1,1,23,15109,1
0,0,1,0,1,82,10916,3
1,0,3,0,1,35,57516,2
0,1,1,0,0,52,12740,2
1,0,3,0,1,77,18393,3
1,0,2,0,0,85,25244,3
0,1,1,0,1,25,71050,2
1,0,2,0,1,77,83165,2
0,1,1,1,1,47,14888,3
1,0,3,1,0,70,46038,1
1,1,2,1,0,25,72623,3
0,1,1,1,1,77,25071,1
1,0,3,1,0,49,32949,2
1,1,1,0,1,32,91519,3
1,0,2,1,0,31,76081,2
1,0,1,0,1,25,44551,2
1,0,2,1,0,76,86553,1
1,0,1,0,0,71,52301,2
1,0,2,1,0,52,50467,1
1,1,2,0,1,63,74937,3
1,0,1,0,0,52,91429,3
1,1,2,1,0,19,66380,1
1,0,1,0,1,53,55283,2
1,0,3,0,1,51,13080,3
1,0,3,1,0,69,87253,2
1,0,1,0,1,28,40222,3
0,1,1,0,1,42,17057,2
1,0,1,1,1,45,74945,1
1,1,3,1,1,77,98362,3
1,1,1,0,0,26,43792,1
1,0,2,0,0,63,40710,2
1,0,2,1,1,54,50587,3
1,1,2,1,1,81,60574,1
0,0,1,0,1,19,25105,2
1,0,2,1,0,72,31367,2
1,0,1,0,0,67,83315,1
1,1,2,1,0,53,43222,3
0,0,1,1,1,62,19710,1
1,0,3,1,1,29,39798,2
1,1,2,1,0,79,17442,1
1,0,2,1,1,67,36145,1
1,1,1,0,0,29,17340,3
1,0,3,1,1,46,68540,1
1,0,3,0,0,75,39315,2
1,0,1,1,1,58,25491,3
1,1,3,1,0,85,15689,2
1,1,2,1,0,33,76724,3
1,1,2,1,1,18,38184,2
1,0,3,0,1,19,46442,2
1,1,2,1,0,63,37531,3
1,0,1,0,1,67,78793,3
0,1,2,1,1,72,16492,3
1,1,2,0,0,32,22296,2
0,1,1,1,1,72,30593,3
1,0,3,1,1,29,89334,2
1,0,3,0,1,30,93440,1
0,0,2,0,0,61,11901,1
1,0,2,1,0,37,22852,2
0,0,1,0,0,49,39652,1
1,0,3,0,0,57,12878,2
1,0,2,0,0,78,85226,3
1,1,2,0,0,63,24292,3
1,0,3,0,0,81,25134,3
0,0,2,1,1,85,36782,2
1,0,1,0,1,70,83307,1
1,0,1,1,0,25,63568,1
1,0,3,0,0,25,28268,1
1,0,3,0,1,18,42427,3
1,0,3,0,0,27,47479,1
1,0,2,1,1,21,46730,2
0,0,1,1,0,45,18955,3
1,1,2,0,1,18,73354,3
1,0,3,1,0,21,12903,2
0,0,1,1,0,85,40126,2
0,0,1,0,0,68,82117,2
1,1,2,1,1,54,57379,1
0,1,1,1,1,83,43944,2
1,0,2,1,1,21,71837,1
0,0,1,0,0,71,57971,1
1,0,2,1,0,73,99074,3
1,0,3,1,1,21,40190,2
1,0,2,1,1,55,68657,2
1,0,2,1,1,33,54752,1
1,0,2,0,1,84,94847,2
1,0,3,0,1,44,44111,3
1,0,3,0,1,82,72478,1
0,1,1,0,0,84,34976,2
1,0,3,1,1,24,74382,3
1,0,3,1,0,74,79543,2
1,0,3,1,0,31,62395,1
1,0,3,0,0,51,48435,1
1,0,3,0,0,47,13251,1
0,1,1,1,0,34,28605,1
0,1,3,1,0,84,10355,1
0,1,1,0,0,67,61128,1
0,0,1,0,1,66,28270,3
1,1,1,1,1,53,99582,2
1,0,2,0,0,69,14880,3
0,1,1,0,0,53,17271,1
0,0,2,0,0,82,25129,2
1,0,1,0,0,23,54722,1
0,0,1,0,1,40,20299,2
1,1,2,1,1,25,55759,3
0,0,1,1,0,50,17884,2
1,0,3,1,1,63,28333,2
0,0,1,0,1,81,35092,3
1,0,1,1,1,52,65335,1
0,1,1,1,0,48,62429,2
1,0,3,1,0,22,75345,2
0,0,2,0,1,76,15235,2
0,0,2,0,0,78,29622,1
1,0,3,0,1,25,76116,2
1,0,2,1,1,61,31050,1
1,0,2,0,0,43,96343,1
1,1,3,1,1,53,55140,1
0,1,1,0,1,63,20253,1
1,0,1,1,1,77,72363,3
1,0,3,0,0,80,74303,2
1,0,2,0,1,37,98461,3
1,0,3,1,0,50,63044,3
1,1,2,0,1,59,68075,1
1,1,1,0,1,62,22402,1
1,0,3,1,0,73,71824,1
1,0,3,1,0,77,23996,3
1,0,3,0,1,77,97088,2
0,0,2,0,1,44,39705,1
1,0,1,0,0,53,95595,2
1,0,2,0,1,83,38929,2
1,0,1,1,0,82,83221,2
1,0,1,1,0,19,96223,2
1,0,2,1,1,53,90119,3
1,0,3,0,0,47,87992,3
1,1,1,0,0,72,97073,3
0,1,1,0,1,77,31967,1
1,0,3,1,1,84,29869,1
0,0,1,1,1,25,62710,1
1,1,2,0,1,60,78148,1
1,0,2,1,0,58,26289,2
1,0,2,0,0,73,26124,2
1,0,3,0,1,83,30797,1
1,0,2,0,1,40,82284,2
1,0,1,1,1,18,29220,2
1,0,3,1,0,73,61371,2
1,0,1,1,1,50,17496,1
0,0,1,0,1,49,18363,2
1,1,3,0,1,24,30294,2
1,0,3,0,0,31,65773,3
1,1,1,1,1,45,37550,1
1,1,1,0,1,52,83425,3
1,1,2,1,1,53,92308,1
0,1,1,1,0,22,26732,1
1,1,2,1,0,48,17942,2
1,1,3,0,0,24,97117,2
1,1,3,1,0,59,56361,2
1,0,2,0,1,70,82398,2
1,0,2,0,0,50,50942,2
1,0,3,0,0,23,14571,1
0,1,1,0,0,77,19812,2
1,0,1,0,1,70,90874,1
0,0,2,0,1,61,67343,2
1,1,2,0,0,47,44026,2
0,1,2,0,1,67,32113,1
1,0,2,0,1,40,69457,3
1,0,3,0,0,22,96092,1
1,0,3,1,0,55,73319,1
1,1,1,1,1,22,39075,2
1,1,1,0,1,55,63542,1
1,1,3,0,0,69,53742,2
0,1,2,0,0,46,17740,2
1,0,1,0,1,72,52597,1
0,0,2,0,1,30,10263,3
1,0,3,1,1,54,40744,1
1,1,1,1,0,55,43328,3
0,1,1,0,0,81,24528,3
1,0,3,1,1,23,65562,1
1,0,1,1,1,44,53402,1
1,0,3,1,0,57,35153,3
1,0,1,0,0,24,10667,3
1,0,1,0,0,28,68453,1
1,0,1,1,1,52,86376,1
1,0,1,1,1,46,27056,1
0,0,1,0,1,35,75560,2
1,0,1,1,0,34,62413,1
0,0,3,0,0,59,13040,1
1,0,2,0,1,57,97735,3
1,0,3,1,1,77,31854,1
0,1,1,0,1,29,11721,1
1,1,3,0,0,27,49777,2
0,0,1,0,0,30,48641,2
1,0,1,0,1,82,88649,3
0,1,1,1,0,45,32935,3
1,1,1,0,0,70,77747,2
1,0,3,0,1,56,16466,1
1,0,3,1,0,63,74956,1
0,0,1,0,1,58,44337,1
0,1,3,0,0,31,30585,1
1,0,1,1,0,60,20911,2
1,0,3,0,1,25,90210,1
1,0,1,1,0,43,62303,3
1,1,2,1,0,29,49430,1
1,1,2,0,1,30,84916,3
1,0,1,0,0,53,72476,2
0,0,1,0,1,49,18439,1
1,1,2,1,1,19,24401,3
1,1,1,1,1,34,91879,1
1,0,1,0,1,63,17532,1
1,0,3,1,0,34,77667,3
1,1,2,0,0,64,64663,2
1,0,1,1,0,23,75161,2
1,0,2,1,0,81,99776,1
0,0,1,0,1,76,14451,2
1,1,3,1,0,67,51787,2
1,0,2,0,0,49,59242,2
1,0,2,0,1,31,91325,3
0,0,3,1,0,66,41606,1
0,1,1,0,1,73,13076,2
1,0,3,0,0,66,95074,3
1,1,1,1,0,72,88075,2
0,0,1,1,1,85,35373,1
1,0,1,1,0,40,54476,2
1,0,2,1,0,26,47268,1
1,1,2,1,1,48,74591,1
1,0,3,1,0,81,44202,1
1,0,1,1,1,71,89374,2
1,0,3,0,0,76,60575,2
0,0,1,0,0,84,69792,2
1,0,1,0,0,51,59606,1
1,0,3,1,0,68,17724,1
1,1,3,0,0,84,25764,1
1,1,2,1,1,72,92289,2
1,1,3,1,0,22,57662,2
1,1,3,0,0,69,75239,3
1,0,2,1,0,30,78676,2
1,0,1,1,0,83,42075,1
1,0,3,0,1,78,77908,1
1,0,2,0,1,72,43864,2
1,0,1,0,0,65,46196,3
1,0,2,1,1,45,45375,2
1,0,2,0,1,83,69224,1
1,0,2,1,1,42,23906,1
1,1,1,1,0,42,82378,3
1,0,2,1,0,68,17074,3
0,0,2,0,1,30,44766,1
1,1,2,1,0,40,51772,2
1,0,3,1,1,54,90055,2
1,0,1,1,1,50,57374,3
1,1,1,1,0,18,59274,2
0,1,3,1,0,30,23662,2
1,0,1,1,0,20,88074,1
0,1,1,0,0,31,34276,3
1,1,1,1,0,65,90242,3
1,0,1,0,0,58,83788,3
0,0,1,0,1,78,23930,2
1,0,2,0,1,53,74684,3
1,0,2,0,0,55,38971,2
1,1,1,0,1,58,71233,3
1,0,2,0,1,68,79301,3
1,1,3,1,0,77,83697,2
1,0,3,1,0,52,41057,1
1,0,1,1,0,23,60733,1
0,1,2,1,1,67,55892,1
1,0,3,0,1,85,98688,3
1,0,3,0,0,57,98664,2
0,1,2,0,1,74,13792,3
1,0,1,0,1,20,64679,3
0,0,1,0,0,27,54181,2
0,1,2,0,1,51,24058,3
1,0,3,1,0,51,87791,2
1,0,1,0,0,58,97351,1
1,1,1,1,0,61,64206,3
1,1,2,0,0,57,71846,1
1,1,1,0,1,37,81232,2
1,0,2,1,0,67,91677,1
1,0,3,0,0,48,21297,2
0,1,1,1,1,73,21278,2
1,1,3,0,1,32,84149,3
1,0,2,1,1,28,37022,2
0,1,1,1,0,81,44380,2
1,1,1,1,0,71,84649,1
1,1,1,1,0,75,37460,1
1,0,3,1,0,41,84480,3
1,1,1,1,0,27,36087,2
1,0,1,0,0,64,80105,1
1,0,3,1,1,69,87328,2
1,0,3,0,0,48,56068,1
1,0,2,0,1,42,87558,1
1,0,2,1,1,18,84560,2
1,0,2,0,1,32,73072,3
1,1,3,1,1,27,75824,2
1,0,3,1,1,82,55103,1
1,0,1,1,1,44,79177,2
0,1,2,1,0,71,71206,1
1,0,2,1,1,65,98418,1
1,1,1,1,0,31,78739,3
1,0,1,1,0,48,93013,1
1,0,1,1,0,79,79592,2
1,1,3,0,1,22,33246,2
0,0,3,1,1,78,21262,2
1,0,3,0,1,78,92118,2
1,0,1,1,0,71,50342,3
1,1,1,1,0,31,58399,1
1,0,1,0,1,49,97563,2
0,1,1,0,1,41,38355,2
0,0,1,1,1,27,14394,2
1,0,1,1,1,60,32858,1
0,0,1,0,1,69,45279,3
1,1,2,0,0,54,82163,1
0,1,2,0,1,39,82880,2
1,0,2,0,0,77,40529,2
1,1,3,1,1,69,23832,2
1,0,1,1,1,37,92768,3
0,0,1,0,0,37,29227,1
1,0,1,0,1,66,48858,1
0,0,2,1,1,47,52653,1
1,0,1,1,1,67,45610,1
0,0,1,1,1,63,41712,1
1,1,1,1,0,53,31439,2
1,1,2,1,0,70,62110,2
1,1,2,0,1,33,58013,3
1,0,3,1,0,84,83023,1
0,1,3,0,1,22,13872,1
1,0,2,0,0,61,43850,1
1,0,1,0,1,43,53547,1
1,0,1,1,0,70,42983,1
1,0,2,0,1,73,88730,2
1,0,2,1,1,45,60511,2
1,0,1,1,0,26,85316,2
1,0,2,0,1,74,71264,2
1,0,3,0,0,26,33546,1
0,0,3,0,1,50,51504,1
1,0,3,1,1,50,39433,2
1,0,1,1,0,52,37074,2
0,0,1,1,0,73,27030,2
0,1,2,0,0,80,49679,3
1,0,3,1,0,27,15517,2
1,1,1,0,0,65,92372,2
1,0,3,1,1,36,75869,3
0,1,3,0,1,20,11538,1
1,0,2,1,0,61,10534,3
1,0,1,0,0,43,99269,1
1,0,3,1,0,37,29800,1
0,0,1,0,1,48,94006,2
0,1,1,1,1,76,76368,2
0,0,1,1,1,62,36288,3
1,1,1,1,1,42,49583,1
0,0,1,1,1,56,10884,1
0,1,3,1,1,50,31418,3
1,0,2,0,0,72,63111,2
1,0,1,0,1,44,45651,1
0,0,1,0,1,85,32907,1
0,1,3,1,1,59,16702,2
1,0,1,0,1,22,38513,1
0,0,1,0,1,27,21529,2
1,0,2,1,0,44,89450,3
0,0,1,1,0,25,26219,3
1,0,3,0,0,68,23773,1
1,0,1,1,0,38,24592,2
1,0,1,1,0,76,84702,2
1,1,3,1,0,44,51725,2
1,0,2,0,0,40,45593,3
1,0,2,1,0,32,99399,3
1,0,2,0,1,26,14987,3
1,1,1,1,0,41,20753,2
1,0,1,0,0,36,82897,1
1,0,2,0,0,64,66432,2
1,0,1,1,0,74,72309,1
1,0,3,0,0,76,54898,1
1,0,3,1,1,20,18455,1
1,0,1,1,1,20,31076,3
1,0,2,1,1,75,70653,2
1,0,2,1,0,82,57506,3
1,0,2,0,0,84,75015,2
1,1,3,1,0,75,77645,1
0,1,1,0,0,66,51714,1
0,0,1,1,1,80,56046,2
0,0,3,0,1,78,12246,2
1,0,3,0,1,37,25102,1
1,0,1,0,0,85,79268,1
1,0,2,1,0,19,65876,1
1,0,1,1,0,55,75763,1
1,0,2,1,1,24,55103,1
1,0,2,0,1,77,66702,2
1,0,1,0,1,42,65886,2
1,1,3,0,1,19,86203,3
1,1,2,1,1,83,51798,3
1,0,1,0,1,36,62825,2
1,0,1,1,1,34,35903,1
1,1,3,1,0,22,34140,1
1,1,1,0,0,75,90061,2
1,1,3,1,1,63,12872,1
1,0,2,0,1,52,17648,3
1,0,1,0,0,53,98602,1
1,1,1,1,0,64,26757,2
1,1,1,1,1,76,87313,2
1,1,2,0,0,47,83610,1
1,0,1,0,1,52,93859,1
0,0,1,0,1,58,59771,2
0,1,2,0,1,38,38248,2
1,0,2,1,1,61,32791,3
1,0,3,0,0,24,47918,1
1,0,2,1,0,53,82370,2
1,1,2,1,0,78,56817,1
1,0,1,1,0,42,64749,1
1,0,3,0,1,44,30052,2
1,1,1,1,1,40,82652,2
1,0,3,0,1,50,68826,2
0,0,1,0,0,85,29760,2
1,1,1,1,0,74,64897,2
1,0,3,0,0,83,44586,3
0,1,2,1,0,69,10121,3
1,0,2,1,0,54,46815,3
0,0,1,1,0,21,60473,1
0,0,1,1,1,81,48249,2
1,0,1,1,1,63,74116,2
1,0,2,1,0,55,59288,1
1,1,2,0,1,50,87551,2
1,0,1,0,0,22,44944,1
0,1,1,0,1,33,57073,1
0,0,1,0,1,34,17342,1
1,1,2,0,1,63,51073,1
1,0,1,0,1,33,42074,3
1,0,2,1,1,48,59457,1
1,0,2,1,1,48,63794,2
1,1,2,0,0,18,85125,2
1,0,3,0,0,36,47528,1
1,0,2,1,0,44,61441,1
0,1,2,0,0,29,28395,1
0,1,3,1,1,73,37220,1
0,1,1,0,0,57,70328,2
1,0,2,1,1,18,19007,3
1,1,3,1,1,48,73531,1
1,0,3,0,0,44,74666,1
0,0,1,0,1,74,93454,1
1,0,3,1,1,50,48520,2
1,0,3,1,1,20,53363,1
0,0,1,1,1,69,16352,1
1,1,2,0,0,48,75483,1
1,0,2,0,0,40,68074,3
0,1,1,1,0,72,31990,1
1,0,2,0,0,33,91383,3
1,0,3,0,1,35,67728,1
1,0,1,0,0,82,49156,3
1,0,2,0,0,73,52718,1
1,0,2,0,1,30,67049,2
1,1,3,0,0,65,40747,3
0,0,2,0,1,82,16047,3
1,0,2,0,0,28,20223,2
1,1,3,0,1,72,57524,1
1,1,2,0,1,50,40393,2
1,0,2,1,1,84,34762,3
0,0,3,0,0,73,28524,2
1,0,3,1,0,34,83212,1
1,0,1,0,0,38,55066,3
0,0,2,1,1,53,14233,2
1,1,3,1,1,29,24202,2
0,0,1,0,1,18,39041,3
1,0,1,1,1,46,39520,3
1,0,3,0,1,29,47955,1
1,0,3,1,0,36,71010,1
0,0,3,1,0,23,19362,1
0,0,1,1,1,58,34753,1
1,0,2,1,0,77,39588,1
0,1,1,0,0,41,26014,1
1,0,2,1,1,26,49696,1
1,1,3,1,0,20,91139,2
1,1,2,1,0,78,38610,2
1,0,2,1,0,81,46026,1
1,0,3,1,1,38,12541,1
0,1,1,0,1,70,23017,2
1,1,2,1,1,40,68634,1
1,0,2,0,0,24,46646,3
0,0,2,0,1,73,66979,2
1,0,3,0,1,25,82570,1
1,1,1,0,0,32,78971,3
1,0,1,0,1,35,58191,1
1,0,3,0,1,66,96893,1
1,0,3,0,1,57,36207,1
1,1,3,1,1,77,13830,1
1,0,2,1,1,32,94198,1
1,1,3,0,1,45,83825,3
1,0,2,1,0,69,21413,2
1,0,1,1,1,68,91959,2
1,0,3,1,1,26,83411,1
1,0,3,1,0,20,80294,2
1,0,2,1,0,28,35199,1
1,0,1,0,0,29,41023,1
1,1,3,0,1,80,53586,1
1,0,1,0,0,69,82538,1
1,0,3,1,1,51,45087,3
1,0,2,1,0,76,62192,1
1,0,1,0,0,85,92871,2
1,0,2,0,0,55,83846,2
0,0,1,1,1,60,10466,2
1,0,3,1,1,79,40550,2
1,0,3,1,1,85,21966,1
1,1,1,1,0,23,13383,3
0,0,2,0,0,40,41826,1
1,1,2,0,1,42,46203,3
1,0,1,0,0,44,78501,3
1,0,3,1,1,62,36000,3
1,0,3,0,0,28,49442,1
1,0,1,0,1,20,83763,2
1,0,3,1,1,77,11154,2
0,0,1,1,0,41,30782,2
1,1,3,1,1,80,61436,1
1,0,2,1,1,67,97520,3
1,1,3,0,0,31,91670,2
1,0,2,0,1,48,28878,2
1,0,3,1,1,79,27786,3
1,0,3,1,0,59,49489,1
1,0,1,0,1,82,85655,2
1,0,2,1,1,49,14913,2
1,0,1,1,1,77,87500,1
0,1,2,1,1,73,21584,2
1,0,1,1,1,25,20954,1
1,0,3,0,1,54,87558,1
1,0,1,1,1,25,85574,1
1,0,3,1,1,71,12903,1
1,1,3,1,1,42,11623,2
1,1,1,0,0,18,90860,3
0,1,2,0,1,68,25908,1
1,0,3,1,1,38,34196,2
1,0,2,0,0,22,46467,2
0,0,1,1,0,85,58494,1
1,1,3,0,0,38,69028,1
1,1,1,0,0,73,94323,1
1,1,1,0,1,57,94793,1
1,0,3,0,1,50,23646,2
1,0,3,0,0,69,83552,2
0,0,2,1,1,46,14531,1
1,1,1,1,0,18,60052,2
1,0,1,1,0,30,47670,1
1,0,3,0,1,64,49037,1
1,0,3,1,0,58,87510,2
1,1,1,0,1,40,71177,3
1,1,2,1,1,41,75892,1
1,0,1,1,1,44,54465,2
1,0,3,0,1,58,52054,2
1,1,3,1,0,26,81697,2
1,0,1,1,1,72,42632,2
1,0,1,1,1,18,16680,1
1,0,3,0,0,75,94711,2
1,0,1,1,0,65,72746,2
1,0,2,0,0,38,70118,1
1,0,1,1,0,29,87844,2
0,1,2,1,0,72,43334,2
1,0,2,0,1,46,43368,2
1,0,2,1,1,19,89493,1
0,0,2,0,1,53,28497,2
1,0,1,1,0,34,25819,3
1,1,1,0,0,65,99717,3
1,0,2,0,1,20,70137,1
0,0,1,0,1,71,16354,2
1,0,3,1,0,36,32283,2
1,0,2,1,0,51,41815,1
1,0,1,0,0,74,32419,1
1,0,2,1,0,46,99487,1
1,0,2,1,1,69,35212,1
1,0,2,0,1,66,98741,2
1,0,3,0,1,61,70116,1
1,1,1,0,0,81,66004,1
1,0,1,1,1,24,49737,3
1,0,2,0,0,63,99499,3
1,0,1,0,0,36,54295,2
1,0,1,0,0,84,80992,1
0,1,3,1,0,69,30670,2
1,0,3,0,0,48,84364,1
1,1,1,0,0,18,81315,1
1,0,3,1,1,68,93150,1
1,0,2,0,1,55,26385,2
1,0,2,1,1,66,15230,3
0,1,1,0,1,43,76235,2
1,0,1,1,0,23,54283,2
0,1,3,0,1,42,32664,3
1,0,3,0,0,68,91615,2
1,0,3,1,1,55,64447,2
0,0,1,1,1,26,12129,1
1,0,1,1,0,54,71171,3
1,0,1,1,0,58,58749,2
0,1,1,0,0,21,38557,1
1,0,1,0,0,51,69018,2
1,0,2,1,1,67,62004,1
0,1,2,0,1,57,32706,2
1,0,3,0,1,35,50962,2
1,0,3,1,0,85,35168,2
1,0,1,1,0,85,28814,1
1,0,1,1,1,22,42794,2
1,0,3,1,0,41,63476,2
1,0,2,0,1,28,36191,2
0,1,2,0,1,55,63126,2
0,0,2,0,1,61,85327,3
1,0,2,1,0,24,58581,1
1,1,1,1,1,30,37310,1
1,0,1,0,1,22,54599,1
1,0,2,1,0,35,59713,2
1,1,3,0,1,40,95749,1
0,0,1,1,1,71,37714,2
1,0,1,1,0,18,45639,3
1,0,2,0,0,74,90410,1
1,0,1,1,0,36,85994,3
0,1,1,1,0,47,38798,1
1,0,2,1,0,38,35033,1
0,0,1,1,0,72,16818,2
1,0,3,1,1,62,98790,2
0,1,2,0,0,25,28903,1
0,0,1,1,0,84,45897,1
1,0,1,0,0,35,52841,1
0,0,1,0,1,24,56694,2
0,0,1,0,0,80,44772,1
1,0,2,0,0,63,88872,2
0,1,1,0,0,56,74451,2
1,0,2,1,0,41,97870,1
1,0,1,1,0,28,73609,1
1,0,1,0,1,30,86833,1
1,1,2,0,0,50,81701,2
1,1,3,1,0,27,20233,1
1,0,3,0,0,51,78937,2
1,1,1,0,1,18,88540,2
1,0,2,1,1,36,24417,3
1,1,1,0,1,81,88648,2
0,0,1,0,0,48,16571,1
1,0,2,0,1,74,93538,2
0,0,2,0,1,23,24424,2
1,0,3,0,0,22,32820,1
1,0,2,0,1,24,34858,2
1,0,1,0,1,32,87679,2
1,0,3,0,1,36,31840,3
1,1,3,0,1,71,21257,2
1,0,3,1,1,44,42304,2
1,0,2,1,1,63,80270,2
1,1,3,0,1,27,34626,2
1,0,1,1,0,59,44301,1
1,0,2,1,0,30,18835,2
1,0,3,0,0,29,79884,3
1,0,3,0,1,84,46817,3
1,0,2,1,0,46,23332,3
1,1,1,1,0,60,72571,1
0,0,1,1,0,82,50139,2
0,0,1,1,1,20,40886,1
0,1,1,0,0,83,17016,2
1,1,1,1,0,66,66543,1
1,0,2,0,0,52,96400,1
1,0,3,1,1,39,28844,2
1,1,3,1,0,82,91823,2
0,0,1,1,1,64,40895,2
1,0,1,0,1,29,82242,3
1,1,3,1,1,22,22777,3
1,0,1,1,0,56,13503,2
1,0,3,0,0,62,67330,1
1,0,1,0,0,40,26621,2
1,0,2,0,0,36,96658,2
1,0,2,0,0,55,71768,2
0,0,1,1,1,26,64916,1
1,0,3,0,0,23,79922,1
1,0,1,0,1,39,94087,1
0,0,1,1,0,81,83888,1
0,0,1,1,1,49,15448,2
0,1,3,0,0,78,28363,1
1,0,3,0,1,46,48313,1
1,0,1,1,1,60,51216,2
1,1,1,1,0,63,80921,1
0,0,3,1,1,21,24842,2
1,0,3,1,1,62,27107,2
0,0,1,0,0,26,30367,1
1,0,2,0,1,26,48277,2
1,1,1,0,0,18,42521,2
1,1,2,0,1,37,70846,3
1,1,1,1,0,54,98947,3
1,0,2,1,0,84,85816,3
1,0,2,1,0,21,21434,3
1,0,3,1,1,19,92067,3
0,0,1,0,0,29,19800,2
1,1,2,0,0,43,84306,2
1,1,2,0,0,25,53274,2
1,1,1,1,1,85,88592,2
1,0,3,1,0,84,37130,1
1,1,3,1,0,77,35575,3
1,1,2,1,1,21,42707,1
0,0,1,0,0,45,48611,2
1,0,2,0,1,38,35010,2
1,0,2,0,0,39,57605,2
0,0,1,0,1,43,23093,1
0,0,1,0,1,27,28122,3
1,0,3,0,0,30,45747,1
1,0,1,0,1,39,16212,3
1,0,1,1,1,47,18657,2
1,0,2,1,0,22,50944,1
0,1,1,1,1,25,63776,1
1,0,3,0,0,73,34333,1
1,0,1,1,1,28,55399,3
1,0,3,0,1,38,38690,2
1,0,2,0,0,34,54900,1
1,0,3,0,0,22,42992,1
1,0,1,1,1,18,55695,2
1,1,1,0,0,69,72113,2
1,1,1,1,1,34,52986,1
1,0,3,0,1,74,81363,3
1,0,3,1,1,81,51932,1
0,1,2,0,1,49,21817,1
1,0,3,1,1,56,60825,2
1,0,3,0,1,31,45629,1
1,1,3,1,0,53,55727,2
0,1,1,0,1,56,76298,2
1,0,1,1,1,40,48230,2
1,0,2,1,1,76,41628,2
1,1,1,1,0,43,97637,2
1,0,2,1,1,53,69077,3
1,0,3,0,1,25,68711,3
0,0,2,0,1,68,21505,1
1,1,2,0,1,37,31594,3
1,0,1,1,0,30,82861,3
1,0,2,0,0,22,46151,3
1,0,3,1,1,47,43545,2
1,0,2,1,1,80,28273,2
0,0,1,0,1,83,37434,1
1,0,2,0,1,83,86680,2
1,1,2,1,0,64,53598,1
1,0,2,0,0,75,30200,1
1,0,2,0,0,34,98283,2
1,0,2,1,0,66,50794,2
1,0,3,1,1,26,50845,1
1,0,1,0,0,18,97943,1
0,0,1,0,0,33,87972,2
0,1,1,1,0,78,39546,2
1,1,3,1,1,70,31877,2
0,1,2,0,1,83,36301,3
1,1,3,0,1,33,74065,2
1,0,2,0,1,75,89327,1
1,0,3,0,0,51,70970,1
1,0,2,0,1,67,85380,1
1,0,1,0,1,44,24275,1
1,0,2,1,0,33,40466,2
1,1,2,1,0,52,31089,3
1,1,3,1,1,61,45424,2
1,1,1,0,0,77,76717,2
0,0,1,1,1,75,15723,1
1,1,2,1,0,62,52525,2
0,0,1,1,1,45,50789,2
1,0,2,0,0,59,78691,1
1,0,3,1,0,33,91881,2
0,1,1,0,0,49,49900,3
1,1,2,0,1,27,35000,3
0,0,1,1,1,66,12388,2
1,0,2,0,0,32,57163,2
1,1,3,0,0,81,47174,2
1,0,1,1,0,18,47680,3
0,0,2,0,1,58,11713,2
1,0,1,1,1,38,21666,3
1,1,3,1,1,82,46761,3
0,0,1,0,0,68,37913,1
1,0,1,0,0,28,94985,1
0,0,2,0,0,67,55894,2
0,0,1,0,1,49,41239,1
1,0,2,0,0,37,65597,2
1,1,3,1,0,66,51828,2
1,0,2,1,0,60,32013,1
1,0,3,1,1,43,22828,3
1,0,3,1,1,84,22816,3
1,0,3,0,0,42,16423,2
1,0,1,1,0,26,19020,1
1,0,2,1,0,56,98240,1
1,0,2,1,0,20,94439,1
1,0,2,0,1,52,53090,2
0,1,2,1,1,33,11942,3
1,1,1,0,1,45,96716,3
0,0,1,1,1,43,86846,1
0,0,1,1,0,62,48604,1
1,0,3,0,0,70,27311,1
0,1,1,0,1,23,47143,2
1,1,3,1,1,63,35513,2
1,0,3,1,0,41,49750,2
1,0,3,1,0,50,61298,3
0,0,1,1,0,67,53044,3
0,0,2,1,1,20,15696,1
1,0,2,1,1,76,59577,1
1,1,1,1,1,68,81196,3
1,0,3,1,0,78,95157,2
1,0,1,0,0,39,95323,2
1,0,2,1,0,77,16576,3
1,0,2,1,0,32,95102,1
1,0,1,1,1,20,42273,2
1,0,1,0,0,34,91071,2
1,0,1,0,1,71,67061,3
1,0,3,1,0,67,70756,2
1,1,3,0,0,49,23980,1
1,0,3,1,1,18,58424,2
0,0,1,0,0,68,33009,2
1,0,2,0,1,59,89215,1
1,1,1,1,1,52,30043,2
0,1,2,0,1,18,22842,1
